text,persuasion,persuasion_id
But I would suggest that you make the leap.,logical-appeal,2
"In reality, all this would cost is the time you've spent hear.",logical-appeal,2
"But oh buddy, think about what you would gain?",logical-appeal,2
The peace of mind that comes with knowing that a baby girl in Uganda gets to live for another year or a little boy in Syria gets fed when he didn't think he would have another meal this week.,logical-appeal,2
It would be really great if we gave some money to save the children,logical-appeal,2
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
yes it would be a one time donation that will be taken from the payment from the task.,donation-information,5
You can decide to give part of the payment to save the children and keep part for yourself.,donation-information,5
I think half is a good idea I will do the same thing,self-modeling,8
maybe there are children who may die without this money,emotion-appeal,7
? At least you know some of this money will go to save lives,logical-appeal,2
we have a moral responsibility to help,self-modeling,8
"Good Morning, Have you heard at the charity Save the CHildren ?",source-related-inquiry,4
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"When you figure the time we spend on buying unnecessary things like candy, car washes, or dining out, we can support these children in developing countries !",logical-appeal,2
I would like to think of supporting a child by $1 a day or $30 a month.,donation-information,5
$1 a day can be used in meaningful ways to help these children,logical-appeal,2
"Your $1 a day will help their essential needs like health, education safety and clothing.",logical-appeal,2
Just the essentials can make a child lead a more fulfilled and loving life,logical-appeal,2
Being able to support a child is a moral thing to do.,emotion-appeal,7
I believe u would make a tangible impact on these children.,logical-appeal,2
You can sign up at :  URL,donation-information,5
"However, before you do, I'd like to tell you a bit more",credibility-appeal,1
These children die from hunger daily.,emotion-appeal,7
Your donation is making an impact on the children and their families,emotion-appeal,7
I give $30 a month Save the children is international and helps children in all nations,self-modeling,8
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
"Save the Children, it is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
